sample_id,time_point,X_raw,y_raw
0,0,0.0,0.5212202318792927
0,1,0.05263157894736842,0.47154369833592574
0,2,0.10526315789473684,0.47227305418802906
0,3,0.15789473684210525,0.5225243131865166
0,4,0.21052631578947367,0.43740572449223153
0,5,0.2631578947368421,0.4507699085577327
0,6,0.3157894736842105,0.42219430912665523
0,7,0.3684210526315789,0.4304783443916149
0,8,0.42105263157894735,0.4155391120011314
0,9,0.47368421052631576,0.41581972804468254
0,10,0.5263157894736842,0.503092716925136
0,11,0.5789473684210527,0.48175993083262453
0,12,0.631578947368421,0.4266696822443341
0,13,0.6842105263157894,0.4144117800602114
0,14,0.7368421052631579,0.3808751838571707
0,15,0.7894736842105263,0.5019088000021791
0,16,0.8421052631578947,0.29169601429053527
0,17,0.894736842105263,0.5489236131735887
0,18,0.9473684210526315,0.3997427174605102
0,19,1.0,0.4949340826821942
1,0,0.0,0.5220895036325174
1,1,0.05263157894736842,0.5244372252789824
1,2,0.10526315789473684,0.5889737660965499
1,3,0.15789473684210525,0.5385178481391314
1,4,0.21052631578947367,0.48806179189808097
1,5,0.2631578947368421,0.499827205299996
1,6,0.3157894736842105,0.42651670552338106
1,7,0.3684210526315789,0.5259893227902437
1,8,0.42105263157894735,0.5314150671474076
1,9,0.47368421052631576,0.5589516478134666
1,10,0.5263157894736842,0.39644654843429394
1,11,0.5789473684210527,0.42022229453973536
1,12,0.631578947368421,0.5522901767439985
1,13,0.6842105263157894,0.3927878825827296
1,14,0.7368421052631579,0.48880306845955956
1,15,0.7894736842105263,0.44236205996060224
1,16,0.8421052631578947,0.499955015308861
1,17,0.894736842105263,0.40352224905496487
1,18,0.9473684210526315,0.4649314904798759
1,19,1.0,0.48226265848154903
2,0,0.0,0.45279115671913617
2,1,0.05263157894736842,0.4125953032495137
2,2,0.10526315789473684,0.41072848221852
2,3,0.15789473684210525,0.4274396868959999
2,4,0.21052631578947367,0.49346098060675136
2,5,0.2631578947368421,0.43298511239537907
2,6,0.3157894736842105,0.5396144939227249
2,7,0.3684210526315789,0.440120673274104
2,8,0.42105263157894735,0.6301973868787624
2,9,0.47368421052631576,0.5736564464166362
2,10,0.5263157894736842,0.6013472994477774
2,11,0.5789473684210527,0.5839726247558887
2,12,0.631578947368421,0.6042707977421342
2,13,0.6842105263157894,0.5238843222573886
2,14,0.7368421052631579,0.5599433915990331
2,15,0.7894736842105263,0.561266813272841
2,16,0.8421052631578947,0.47733648868127126
2,17,0.894736842105263,0.4759173487060725
2,18,0.9473684210526315,0.4640948765446641
2,19,1.0,0.4587079224814165
3,0,0.0,0.5140516194628033
3,1,0.05263157894736842,0.4990375281359534
3,2,0.10526315789473684,0.5363241592913746
3,3,0.15789473684210525,0.45741422139209564
3,4,0.21052631578947367,0.6221309052395416
3,5,0.2631578947368421,0.5860418955481175
3,6,0.3157894736842105,0.467799213301848
3,7,0.3684210526315789,0.4854256134128733
3,8,0.42105263157894735,0.45324014291366016
3,9,0.47368421052631576,0.5669513376670219
3,10,0.5263157894736842,0.5286233324887095
3,11,0.5789473684210527,0.5485678089229058
3,12,0.631578947368421,0.5341076154675701
3,13,0.6842105263157894,0.4312937691866097
3,14,0.7368421052631579,0.45045492245181595
3,15,0.7894736842105263,0.47228574568178233
3,16,0.8421052631578947,0.5101825071620936
3,17,0.894736842105263,0.4514626120857702
3,18,0.9473684210526315,0.38546710051156585
3,19,1.0,0.3977812882735376
4,0,0.0,0.5227147757768615
4,1,0.05263157894736842,0.5063944491672295
4,2,0.10526315789473684,0.4594468671217094
4,3,0.15789473684210525,0.40665605173815494
4,4,0.21052631578947367,0.44539190376419735
4,5,0.2631578947368421,0.3789887293943776
4,6,0.3157894736842105,0.3817018613100592
4,7,0.3684210526315789,0.4586883367483936
4,8,0.42105263157894735,0.37384796159482103
4,9,0.47368421052631576,0.4323207551993477
4,10,0.5263157894736842,0.41929544902643984
4,11,0.5789473684210527,0.530238887596701
4,12,0.631578947368421,0.47245559025865125
4,13,0.6842105263157894,0.5122530366794725
4,14,0.7368421052631579,0.5158117679352054
4,15,0.7894736842105263,0.5438548513804916
4,16,0.8421052631578947,0.5100290412375369
4,17,0.894736842105263,0.5780745895858377
4,18,0.9473684210526315,0.5948753687121806
4,19,1.0,0.606334137659697
5,0,0.0,0.5491255043536684
5,1,0.05263157894736842,0.4977088793233687
5,2,0.10526315789473684,0.557950216766609
5,3,0.15789473684210525,0.6199964330838358
5,4,0.21052631578947367,0.6759559312091599
5,5,0.2631578947368421,0.6122617431988865
5,6,0.3157894736842105,0.5790512010921175
5,7,0.3684210526315789,0.5491493115749349
5,8,0.42105263157894735,0.597466400648385
5,9,0.47368421052631576,0.5794449935786163
5,10,0.5263157894736842,0.5021712156838204
5,11,0.5789473684210527,0.45543651951031355
5,12,0.631578947368421,0.457066902554606
5,13,0.6842105263157894,0.45734258424029284
5,14,0.7368421052631579,0.4459393345801871
5,15,0.7894736842105263,0.3872274625413961
5,16,0.8421052631578947,0.44776819538008483
5,17,0.894736842105263,0.3951908255122911
5,18,0.9473684210526315,0.4149778604605499
5,19,1.0,0.4306585351912043
6,0,0.0,0.5354033882349634
6,1,0.05263157894736842,0.6219026904006265
6,2,0.10526315789473684,0.5371610229473336
6,3,0.15789473684210525,0.5451530538052095
6,4,0.21052631578947367,0.5252922240894672
6,5,0.2631578947368421,0.49792483297736595
6,6,0.3157894736842105,0.45383276372089776
6,7,0.3684210526315789,0.43660157856281084
6,8,0.42105263157894735,0.45946540913247397
6,9,0.47368421052631576,0.48564152586792597
6,10,0.5263157894736842,0.41635043994297793
6,11,0.5789473684210527,0.4540961377693955
6,12,0.631578947368421,0.45054178629108554
6,13,0.6842105263157894,0.4832237015008869
6,14,0.7368421052631579,0.37202855811661006
6,15,0.7894736842105263,0.39399322821054394
6,16,0.8421052631578947,0.34285747990392024
6,17,0.894736842105263,0.4228098870746257
6,18,0.9473684210526315,0.3761381415948575
6,19,1.0,0.5233127776066899
7,0,0.0,0.5614687195522039
7,1,0.05263157894736842,0.5178885352447797
7,2,0.10526315789473684,0.49805951611330673
7,3,0.15789473684210525,0.46743570821771785
7,4,0.21052631578947367,0.4704564218733994
7,5,0.2631578947368421,0.4275603715416917
7,6,0.3157894736842105,0.502940630928311
7,7,0.3684210526315789,0.45461108874608236
7,8,0.42105263157894735,0.5169231386693418
7,9,0.47368421052631576,0.44077000879288436
7,10,0.5263157894736842,0.42646067674947075
7,11,0.5789473684210527,0.5091897165656243
7,12,0.631578947368421,0.4203540871795945
7,13,0.6842105263157894,0.37185324805386066
7,14,0.7368421052631579,0.41835447125558567
7,15,0.7894736842105263,0.4056064266444874
7,16,0.8421052631578947,0.4885684661898107
7,17,0.894736842105263,0.42306243886509
7,18,0.9473684210526315,0.4292218702747541
7,19,1.0,0.4298390407612781
8,0,0.0,0.48147965540218673
8,1,0.05263157894736842,0.49444918946025673
8,2,0.10526315789473684,0.46682400690902104
8,3,0.15789473684210525,0.5064682691224641
8,4,0.21052631578947367,0.4722602387070453
8,5,0.2631578947368421,0.44258859026720504
8,6,0.3157894736842105,0.3462068972475336
8,7,0.3684210526315789,0.42348006986214076
8,8,0.42105263157894735,0.4238941063415434
8,9,0.47368421052631576,0.45746759253799596
8,10,0.5263157894736842,0.47514604486095474
8,11,0.5789473684210527,0.3926264038818847
8,12,0.631578947368421,0.40499124285109955
8,13,0.6842105263157894,0.3991907683175068
8,14,0.7368421052631579,0.4629591023571117
8,15,0.7894736842105263,0.4168768735321006
8,16,0.8421052631578947,0.4557181933770727
8,17,0.894736842105263,0.40301307433814293
8,18,0.9473684210526315,0.4205308368025667
8,19,1.0,0.4944222089813614
9,0,0.0,0.5948195650862804
9,1,0.05263157894736842,0.5899219692256003
9,2,0.10526315789473684,0.514759275337899
9,3,0.15789473684210525,0.48541920538109296
9,4,0.21052631578947367,0.5151565635124544
9,5,0.2631578947368421,0.5045481123813492
9,6,0.3157894736842105,0.4354875103536402
9,7,0.3684210526315789,0.49431407454491144
9,8,0.42105263157894735,0.4926984894883049
9,9,0.47368421052631576,0.4897903861745901
9,10,0.5263157894736842,0.4398137546110734
9,11,0.5789473684210527,0.46357561616739584
9,12,0.631578947368421,0.42462120977594653
9,13,0.6842105263157894,0.4328112340689206
9,14,0.7368421052631579,0.4745015384942991
9,15,0.7894736842105263,0.38523950097924264
9,16,0.8421052631578947,0.44377874464464806
9,17,0.894736842105263,0.43770236400213286
9,18,0.9473684210526315,0.4570705067742679
